site,probability,protein_id,label
436,0.0811696276068687,A2AQR0,0.0
453,0.4442485570907593,A2AQR0,0.0
473,0.5372298359870911,A2AQR0,0.0
499,0.1413061022758484,A2AQR0,0.0
504,0.9142219424247742,A2AQR0,0.0
510,0.7843961715698242,A2AQR0,0.0
517,0.8350828289985657,A2AQR0,0.0
538,0.0283755399286746,A2AQR0,0.0
542,0.0907972604036331,A2AQR0,0.0
588,0.0268143769353628,A2AQR0,0.0
624,0.7625744938850403,A2AQR0,0.0
647,0.0069589600898325,A2AQR0,0.0
648,0.0012381019769236,A2AQR0,0.0
652,0.7978504300117493,A2AQR0,1.0
658,0.2563275694847107,A2AQR0,0.0
693,0.0026651262305676,A2AQR0,0.0
711,0.0846586525440216,A2AQR0,0.0
724,0.8788878321647644,A2AQR0,0.0
10,0.872401237487793,E9QPA6,0.0
41,0.8589184880256653,E9QPA6,0.0
45,0.8419831991195679,E9QPA6,0.0
55,0.735200822353363,E9QPA6,0.0
58,0.4875216484069824,E9QPA6,0.0
79,0.1489167511463165,E9QPA6,0.0
104,0.0102872718125581,E9QPA6,0.0
127,0.8030543327331543,E9QPA6,0.0
129,0.4883311688899994,E9QPA6,0.0
138,0.6812480092048645,E9QPA6,0.0
141,0.1697845011949539,E9QPA6,0.0
159,0.3267007768154144,E9QPA6,0.0
181,0.0148381004109978,E9QPA6,0.0
182,0.0259473398327827,E9QPA6,0.0
197,0.0535150431096553,E9QPA6,0.0
199,0.214455097913742,E9QPA6,0.0
222,0.2782450318336487,E9QPA6,0.0
223,0.0199962090700864,E9QPA6,0.0
241,0.0002391549933236,E9QPA6,0.0
251,0.8413169980049133,E9QPA6,0.0
258,0.0234304908663034,E9QPA6,0.0
261,0.0599881112575531,E9QPA6,0.0
265,0.6553896069526672,E9QPA6,0.0
272,0.626203179359436,E9QPA6,0.0
273,0.2539117932319641,E9QPA6,0.0
278,0.65742027759552,E9QPA6,0.0
279,0.055410124361515,E9QPA6,0.0
280,0.1106757298111915,E9QPA6,0.0
287,0.6027225852012634,E9QPA6,0.0
295,0.3517427146434784,E9QPA6,1.0
307,0.3400759994983673,E9QPA6,0.0
317,0.0010625325376167,E9QPA6,0.0
359,0.0038294931873679,E9QPA6,0.0
365,0.3105254173278808,E9QPA6,0.0
377,0.760493278503418,E9QPA6,1.0
381,0.5179457068443298,E9QPA6,0.0
388,0.9621507525444032,E9QPA6,1.0
399,0.0901123434305191,E9QPA6,0.0
435,0.0038438986521214,E9QPA6,0.0
466,0.003168333787471,E9QPA6,0.0
502,0.1738344430923462,E9QPA6,0.0
503,0.0100842919200658,E9QPA6,0.0
531,0.8869578838348389,E9QPA6,0.0
19,0.7130179405212402,F2Z456,1.0
27,0.8600384593009949,F2Z456,0.0
80,0.3059775531291961,F2Z456,0.0
88,0.4117779433727264,F2Z456,0.0
92,0.8531641364097595,F2Z456,1.0
97,0.7196552753448486,F2Z456,0.0
103,0.3228902220726013,F2Z456,0.0
112,0.5773191452026367,F2Z456,0.0
131,0.8935980200767517,F2Z456,1.0
133,0.3523788750171661,F2Z456,0.0
140,0.1557960957288742,F2Z456,0.0
141,0.0948703438043594,F2Z456,0.0
150,0.2850934863090515,F2Z456,0.0
173,0.5431686639785767,F2Z456,0.0
191,0.0046001393347978,F2Z456,0.0
211,0.6968913674354553,F2Z456,0.0
218,0.8439735770225525,F2Z456,0.0
226,0.2789923250675201,F2Z456,0.0
253,0.2945712804794311,F2Z456,0.0
96,0.4196321070194244,I6XZ34,0.0
148,0.1381872594356537,I6XZ34,0.0
150,0.1307673901319503,I6XZ34,0.0
162,0.0220269970595836,I6XZ34,0.0
110,0.0313333608210086,I6XZ95,0.0
132,0.3578139841556549,I6XZ95,0.0
176,0.3893720209598541,I6XZ95,0.0
279,0.1095239445567131,I6XZ95,0.0
309,0.1755761206150055,I6XZ95,1.0
323,0.0336430445313453,I6XZ95,0.0
377,0.014068896882236,I6XZ95,0.0
147,0.9641263484954834,I6XZS8,0.0
157,0.5565862655639648,I6XZS8,1.0
24,0.0740350261330604,I6XZT3,1.0
34,0.2130261659622192,I6XZT3,0.0
40,0.8214635252952576,I6XZT3,0.0
51,0.1259555220603943,I6XZT3,0.0
218,0.2504470348358154,I6Y098,0.0
274,0.6059596538543701,I6Y098,0.0
292,0.1206305176019668,I6Y098,0.0
327,0.3803978860378265,I6Y098,1.0
346,0.183347001671791,I6Y098,0.0
361,0.8307271003723145,I6Y098,0.0
369,0.8320873975753784,I6Y098,0.0
381,0.8647037744522095,I6Y098,1.0
390,0.930207133293152,I6Y098,0.0
393,0.8718617558479309,I6Y098,1.0
399,0.9230772256851196,I6Y098,0.0
411,0.3801486194133758,I6Y098,0.0
412,0.221856415271759,I6Y098,1.0
419,0.9668776392936708,I6Y098,0.0
473,0.0393686518073082,I6Y098,0.0
475,0.7770324349403381,I6Y098,1.0
489,0.9385342597961426,I6Y098,0.0
490,0.2951984405517578,I6Y098,1.0
508,0.9443061351776124,I6Y098,1.0
514,0.5269654989242554,I6Y098,1.0
541,0.2863619327545166,I6Y098,0.0
562,0.0079118786379694,I6Y098,0.0
732,0.4340394139289856,I6Y098,0.0
782,0.4970459640026092,I6Y098,0.0
29,0.1728050857782364,I6Y0P9,1.0
46,0.1885733753442764,I6Y0P9,0.0
55,0.0193204451352357,I6Y0P9,1.0
70,0.0055759735405445,I6Y0P9,0.0
104,0.6823237538337708,I6Y0P9,0.0
115,0.9116398096084596,I6Y0P9,0.0
180,0.2520707845687866,I6Y0P9,0.0
192,0.2358801066875457,I6Y0P9,0.0
265,0.1062792614102363,I6Y0Q6,0.0
362,0.1229082345962524,I6Y0Q6,0.0
409,0.2220374792814254,I6Y0Q6,0.0
414,0.6814709901809692,I6Y0Q6,1.0
448,0.0581467598676681,I6Y0Q6,0.0
510,0.0709972828626632,I6Y0Q6,0.0
529,0.0088343732059001,I6Y0Q6,0.0
560,0.0083803860470652,I6Y0Q6,0.0
583,0.081754595041275,I6Y0Q6,0.0
606,0.7004610300064087,I6Y0Q6,0.0
635,0.778428316116333,I6Y0Q6,1.0
644,0.3114995956420898,I6Y0Q6,0.0
678,0.7578649520874023,I6Y0Q6,0.0
13,0.3241947591304779,I6Y0R1,0.0
16,0.8746698498725891,I6Y0R1,0.0
24,0.7390566468238831,I6Y0R1,1.0
27,0.7046326994895935,I6Y0R1,0.0
35,0.029493136331439,I6Y0R1,0.0
54,0.4144810736179352,I6Y0R1,1.0
58,0.8606025576591492,I6Y0R1,1.0
70,0.8036292791366577,I6Y0R1,1.0
73,0.0089504057541489,I6Y0R1,0.0
78,0.0020592147484421,I6Y0R1,0.0
80,0.0109628187492489,I6Y0R1,0.0
82,0.0265593566000461,I6Y0R1,0.0
87,0.0658502131700515,I6Y0R1,0.0
99,0.6604039072990417,I6Y0R1,0.0
33,0.7428986430168152,I6Y0S7,1.0
37,0.7502225637435913,I6Y0S7,1.0
48,0.575799822807312,I6Y0S7,0.0
52,0.817359209060669,I6Y0S7,0.0
97,0.6067835688591003,I6Y0S7,0.0
98,0.250360369682312,I6Y0S7,0.0
115,0.1070509999990463,I6Y0S7,0.0
217,0.601719856262207,I6Y0S7,0.0
238,0.1137238219380378,I6Y0S7,0.0
274,0.0764434933662414,I6Y0S7,0.0
349,0.5372832417488098,I6Y0S7,0.0
352,0.183467611670494,I6Y0S7,0.0
439,0.380239725112915,I6Y0S7,0.0
29,0.0163493566215038,I6Y0U0,0.0
47,0.0157166719436645,I6Y0U0,0.0
145,0.1342404335737228,I6Y0U0,0.0
169,0.4195541143417358,I6Y0U0,1.0
180,0.9172694087028505,I6Y0U0,1.0
275,0.8108322024345398,I6Y0U0,0.0
521,0.0263659991323947,I6Y0U0,0.0
545,0.0057008019648492,I6Y0U0,0.0
606,0.1360876858234405,I6Y0U0,0.0
668,0.513216495513916,I6Y0U0,0.0
772,0.3426028192043304,I6Y0U0,0.0
830,0.8009072542190552,I6Y0U0,1.0
835,0.7467913627624512,I6Y0U0,1.0
845,0.8624005317687988,I6Y0U0,1.0
851,0.8738261461257935,I6Y0U0,0.0
918,0.241043284535408,I6Y0U0,0.0
932,0.0062262653373181,I6Y0U0,0.0
953,0.3411602079868316,I6Y0U0,0.0
967,0.9186307787895204,I6Y0U0,0.0
1003,0.1410352736711502,I6Y0U0,0.0
1062,0.778866171836853,I6Y0U0,1.0
1114,0.0133581636473536,I6Y0U0,0.0
1141,0.6239803433418274,I6Y0U0,1.0
1187,0.0187485441565513,I6Y0U0,0.0
1200,0.1817392706871032,I6Y0U0,1.0
1249,0.3362436592578888,I6Y0U0,0.0
1268,0.8272491097450256,I6Y0U0,1.0
1293,0.1319131255149841,I6Y0U0,0.0
1297,0.3233554661273956,I6Y0U0,0.0
1442,0.8659154176712036,I6Y0U0,1.0
1457,0.745816171169281,I6Y0U0,0.0
1462,0.0655535832047462,I6Y0U0,0.0
1571,0.0332106947898864,I6Y0U0,0.0
1599,0.9191852807998656,I6Y0U0,1.0
15,0.0043792398646473,I6Y100,0.0
45,0.9531844258308412,I6Y100,1.0
120,0.0925866588950157,I6Y100,0.0
94,0.382623016834259,I6Y1G8,0.0
147,0.1419270485639572,I6Y1G8,0.0
229,0.9306706190109252,I6Y1G8,1.0
10,0.2883643209934234,I6Y1L2,0.0
19,0.2908638417720794,I6Y1L2,0.0
27,0.1433415114879608,I6Y1L2,0.0
71,0.5030534267425537,I6Y1L2,1.0
94,0.1525274664163589,I6Y1L2,0.0
120,0.0145536642521619,I6Y1L2,0.0
134,0.7514621615409851,I6Y1L2,1.0
135,0.0129703879356384,I6Y1L2,0.0
147,0.7387520670890808,I6Y1L2,1.0
153,0.3363097608089447,I6Y1L2,0.0
162,0.1073774024844169,I6Y1L2,0.0
192,0.0541612319648265,I6Y1L2,0.0
49,0.7190784811973572,I6Y1M2,0.0
53,0.737172544002533,I6Y1M2,0.0
112,0.7467385530471802,I6Y1M2,1.0
149,0.6884872913360596,I6Y1M2,0.0
153,0.7610080242156982,I6Y1M2,0.0
165,0.0067357695661485,I6Y1M2,0.0
13,0.9085642099380492,I6Y1U7,0.0
20,0.7996846437454224,I6Y1U7,0.0
34,0.1727578938007354,I6Y1U7,0.0
56,0.5314450263977051,I6Y1U7,0.0
61,0.0742963403463363,I6Y1U7,0.0
65,0.0655893459916114,I6Y1U7,0.0
69,0.1371098756790161,I6Y1U7,0.0
73,0.2303229421377182,I6Y1U7,0.0
77,0.2456638365983963,I6Y1U7,0.0
91,0.7734188437461853,I6Y1U7,0.0
98,0.2621659636497497,I6Y1U7,0.0
144,0.4771523475646972,I6Y1U7,1.0
279,0.0002111514331772,I6Y1U7,0.0
281,0.0001205456792376,I6Y1U7,0.0
284,0.0053955013863742,I6Y1U7,0.0
323,0.0914790853857994,I6Y1U7,0.0
411,0.6953867077827454,I6Y1U7,0.0
420,0.1210636124014854,I6Y1U7,0.0
471,0.5126371383666992,I6Y1U7,0.0
510,0.4096068143844604,I6Y1U7,0.0
513,0.7550196647644043,I6Y1U7,1.0
520,0.5751675367355347,I6Y1U7,0.0
547,0.0139537816867232,I6Y1U7,0.0
673,0.0031779760029166,I6Y1U7,0.0
683,0.0055925520136952,I6Y1U7,0.0
695,0.0646340101957321,I6Y1U7,0.0
705,0.0431438609957695,I6Y1U7,0.0
765,0.8007634878158569,I6Y1U7,1.0
799,0.9574082493782043,I6Y1U7,1.0
820,0.068529225885868,I6Y1U7,0.0
839,0.0200914740562438,I6Y1U7,0.0
862,0.853537380695343,I6Y1U7,1.0
884,0.012217135168612,I6Y1U7,0.0
897,0.1987887024879455,I6Y1U7,0.0
15,0.2690272033214569,I6Y1Y2,1.0
68,0.8616927862167358,I6Y1Y2,1.0
115,0.1072783544659614,I6Y1Y2,1.0
118,0.0461956150829792,I6Y1Y2,0.0
120,0.1248353719711303,I6Y1Y2,0.0
125,0.288729578256607,I6Y1Y2,0.0
134,0.0332356058061122,I6Y1Y2,1.0
144,0.5361470580101013,I6Y1Y2,1.0
158,0.2092697471380233,I6Y1Y2,1.0
162,0.222586989402771,I6Y1Y2,1.0
176,0.3033102750778198,I6Y1Y2,0.0
178,0.096078485250473,I6Y1Y2,0.0
22,0.5605499148368835,I6Y1Z6,0.0
77,0.2721771895885467,I6Y1Z6,0.0
85,0.9659854769706726,I6Y1Z6,0.0
94,0.733782172203064,I6Y1Z6,1.0
34,0.5481120347976685,I6Y228,1.0
53,0.745366096496582,I6Y228,0.0
160,0.0072155962698161,I6Y228,0.0
257,0.1449736803770065,I6Y228,0.0
285,0.2450038343667984,I6Y228,0.0
356,0.1016388535499572,I6Y228,0.0
373,0.0260692685842514,I6Y228,0.0
379,0.815207302570343,I6Y228,1.0
381,0.1772215366363525,I6Y228,0.0
408,0.2363513559103012,I6Y228,0.0
499,0.4690463840961456,I6Y228,0.0
566,0.1436958909034729,I6Y228,0.0
625,0.0435509383678436,I6Y228,0.0
661,0.0483021177351474,I6Y228,0.0
713,0.4869590103626251,I6Y228,0.0
830,0.2087237536907196,I6Y228,0.0
1011,0.037251491099596,I6Y228,0.0
1050,0.8940370082855225,I6Y228,1.0
1219,0.0291372705250978,I6Y228,0.0
1244,0.0239311531186103,I6Y228,0.0
1342,0.1186229735612869,I6Y228,0.0
67,0.0377457030117511,I6Y239,0.0
142,0.5398046970367432,I6Y239,1.0
187,0.652363121509552,I6Y239,1.0
270,0.126907393336296,I6Y239,0.0
307,0.0796941742300987,I6Y239,0.0
316,0.730480968952179,I6Y239,0.0
323,0.0844582319259643,I6Y239,0.0
363,0.2492550015449524,I6Y239,0.0
373,0.7755248546600342,I6Y239,0.0
379,0.0299959108233451,I6Y239,0.0
380,0.0826910510659217,I6Y239,0.0
55,0.8592560887336731,I6Y250,1.0
87,0.4629629552364349,I6Y250,0.0
106,0.0201993696391582,I6Y250,0.0
131,0.0213889349251985,I6Y250,0.0
19,0.8197075128555298,I6Y298,1.0
61,0.1441464871168136,I6Y298,0.0
81,0.1698616594076156,I6Y298,0.0
96,0.078695572912693,I6Y298,0.0
123,0.0641041621565818,I6Y298,0.0
194,0.7420009970664978,I6Y298,0.0
365,0.9526381492614746,I6Y298,1.0
389,0.1420579552650451,I6Y298,0.0
423,0.1626940220594406,I6Y298,0.0
45,0.0865840464830398,O00410-3,0.0
59,0.059874277561903,O00410-3,0.0
108,0.0097143268212676,O00410-3,0.0
125,0.0155307603999972,O00410-3,0.0
126,0.2247048169374466,O00410-3,0.0
152,0.0069442396052181,O00410-3,0.0
192,0.2654104828834533,O00410-3,0.0
230,0.0017284054774791,O00410-3,0.0
256,0.0051856916397809,O00410-3,0.0
267,0.3163918852806091,O00410-3,0.0
282,0.021885372698307,O00410-3,0.0
314,0.0754565820097923,O00410-3,0.0
371,0.4568513631820678,O00410-3,0.0
378,0.1557363718748092,O00410-3,0.0
391,0.6155815720558167,O00410-3,0.0
454,0.6383554339408875,O00410-3,0.0
455,0.0531918667256832,O00410-3,0.0
459,0.0478443205356597,O00410-3,0.0
493,0.0031280112452805,O00410-3,0.0
505,0.0243871342390775,O00410-3,0.0
514,0.2341619133949279,O00410-3,0.0
521,0.6568693518638611,O00410-3,0.0
524,0.0206451378762722,O00410-3,0.0
544,0.0063824453391134,O00410-3,0.0
557,0.0362122803926467,O00410-3,0.0
566,0.8364379405975342,O00410-3,0.0
574,0.0253175236284732,O00410-3,0.0
588,0.0537290722131729,O00410-3,0.0
590,0.047713428735733,O00410-3,0.0
604,0.0137300994247198,O00410-3,0.0
631,0.0594965033233165,O00410-3,0.0
635,0.0234287530183792,O00410-3,0.0
650,0.0852528139948844,O00410-3,0.0
655,0.2319110184907913,O00410-3,0.0
689,0.065054751932621,O00410-3,0.0
696,0.0217950791120529,O00410-3,0.0
708,0.1511111706495285,O00410-3,0.0
711,0.1465056389570236,O00410-3,0.0
723,0.0153989968821406,O00410-3,0.0
730,0.4859093725681305,O00410-3,0.0
773,0.0020635307300835,O00410-3,0.0
793,0.0168672297149896,O00410-3,0.0
816,0.0360862761735916,O00410-3,0.0
818,0.2443128377199173,O00410-3,0.0
824,0.7583605647087097,O00410-3,0.0
832,0.0180222168564796,O00410-3,0.0
859,0.0073667769320309,O00410-3,0.0
872,0.5580061674118042,O00410-3,1.0
874,0.0174369048327207,O00410-3,0.0
919,0.013278198428452,O00410-3,0.0
979,0.4240328073501587,O00410-3,0.0
981,0.042807538062334,O00410-3,0.0
996,0.0994185432791709,O00410-3,0.0
999,0.0326754972338676,O00410-3,0.0
1001,0.0746330693364143,O00410-3,0.0
1024,0.0017476243665441,O00410-3,0.0
1055,0.0112780993804335,O00410-3,0.0
1070,0.0741066858172416,O00410-3,0.0
1077,0.731751024723053,O00410-3,0.0
10,0.0039118938148021,P04908,0.0
14,0.0006301366374827,P04908,0.0
16,0.000398498319555,P04908,0.0
37,0.6130088567733765,P04908,0.0
75,0.0067791966721415,P04908,0.0
76,0.0030003921128809,P04908,0.0
96,0.7523460984230042,P04908,0.0
119,0.3571133613586426,P04908,1.0
120,0.0185370407998561,P04908,0.0
126,0.024764534085989,P04908,0.0
128,0.0015307975700125,P04908,0.0
130,0.0001941902155522,P04908,0.0
5,0.0524910390377044,P05204,0.0
11,0.5067161917686462,P05204,0.0
14,0.0102646145969629,P05204,0.0
16,0.0115828961133956,P05204,0.0
18,0.2222366034984588,P05204,1.0
31,0.2241080552339553,P05204,1.0
36,0.1739155352115631,P05204,0.0
40,0.0717041119933128,P05204,0.0
42,0.0061351228505373,P05204,0.0
43,0.0040416056290268,P05204,0.0
47,0.0104123521596193,P05204,0.0
48,0.001948240911588,P05204,0.0
51,0.0058832545764744,P05204,0.0
54,0.0023241541348397,P05204,0.0
56,0.0010483786463737,P05204,0.0
57,0.0006195843452587,P05204,0.0
59,0.041812852025032,P05204,0.0
64,0.2959727346897125,P05204,0.0
76,0.5159479975700378,P05204,0.0
82,0.2800934016704559,P05204,0.0
90,0.7385285496711731,P05204,0.0
4,0.0322020091116428,P06996,0.0
27,0.6340793967247009,P06996,0.0
31,0.8735353350639343,P06996,1.0
37,0.5015011429786682,P06996,0.0
48,0.6387951374053955,P06996,0.0
62,0.6203725934028625,P06996,0.0
102,0.3704687654972076,P06996,0.0
173,0.0331263393163681,P06996,0.0
222,0.2358831465244293,P06996,0.0
247,0.0787438079714775,P06996,0.0
276,0.0234424769878387,P06996,0.0
302,0.8613690733909607,P06996,0.0
304,0.0544910728931427,P06996,0.0
317,0.0334998294711113,P06996,0.0
329,0.044866532087326,P06996,0.0
338,0.1706264019012451,P06996,0.0
17,0.0902460590004921,P08865,0.0
40,0.5300301909446716,P08865,0.0
42,0.2818321585655212,P08865,0.0
52,0.9253023862838744,P08865,1.0
57,0.5729112029075623,P08865,0.0
89,0.7449714541435242,P08865,0.0
166,0.029940353706479,P08865,0.0
212,0.3455007374286651,P08865,0.0
220,0.0704214349389076,P08865,0.0
224,0.1389294117689132,P08865,0.0
24,0.3950430154800415,P09030,1.0
36,0.0741676390171051,P09030,0.0
49,0.0233631581068038,P09030,0.0
60,0.497758001089096,P09030,0.0
70,0.7941904067993164,P09030,1.0
121,0.5050951838493347,P09030,0.0
125,0.0457917898893356,P09030,0.0
141,0.1092238798737526,P09030,0.0
169,0.0628996416926384,P09030,0.0
176,0.6239641904830933,P09030,0.0
218,0.8977143168449402,P09030,0.0
255,0.1874642670154571,P09030,0.0
29,0.542563796043396,P09382,1.0
37,0.5549402832984924,P09382,0.0
64,0.4690400063991546,P09382,0.0
100,0.0026999691035598,P09382,0.0
108,0.7757501602172852,P09382,1.0
128,0.0132202468812465,P09382,0.0
130,0.0067424913868308,P09382,0.0
31,0.0268309377133846,P0A761,0.0
74,0.8559094667434692,P0A761,0.0
144,0.029751406982541,P0A761,0.0
172,0.234880119562149,P0A761,0.0
225,0.5394112467765808,P0A761,1.0
226,0.0114531898871064,P0A761,0.0
10,0.642391562461853,P0A884,0.0
18,0.8331390619277954,P0A884,0.0
48,0.6923510432243347,P0A884,0.0
96,0.3783428072929382,P0A884,0.0
120,0.8713644742965698,P0A884,1.0
140,0.0043092053383588,P0A884,0.0
158,0.00170882884413,P0A884,0.0
229,0.4749784171581268,P0A884,0.0
233,0.2114252746105194,P0A884,0.0
235,0.4618442952632904,P0A884,0.0
259,0.0030720559880137,P0A884,0.0
21,0.0002101422287523,P0A8M6,0.0
23,0.042399987578392,P0A8M6,0.0
33,0.7510519027709961,P0A8M6,1.0
34,0.0068829781375825,P0A8M6,0.0
40,0.4006438553333282,P0A8M6,0.0
53,0.0135844964534044,P0A8M6,0.0
69,0.0925712287425994,P0A8M6,0.0
82,0.7694584131240845,P0A8M6,1.0
88,0.7590458989143372,P0A8M6,0.0
95,0.011166893877089,P0A8M6,0.0
96,0.0016293352236971,P0A8M6,0.0
98,0.1635782569646835,P0A8M6,1.0
104,0.7628093957901001,P0A8M6,0.0
109,0.2839679718017578,P0A8M6,0.0
59,0.2862609624862671,P0A8V0,0.0
133,0.0410236828029155,P0A8V0,0.0
155,0.4023681282997131,P0A8V0,0.0
165,0.113537348806858,P0A8V0,0.0
179,0.7264490127563477,P0A8V0,0.0
182,0.6866176128387451,P0A8V0,0.0
205,0.0674700438976287,P0A8V0,0.0
224,0.0813739076256752,P0A8V0,0.0
242,0.1450338065624237,P0A8V0,0.0
265,0.8151071071624756,P0A8V0,1.0
278,0.6917548179626465,P0A8V0,0.0
48,0.8804020285606384,P0A9H7,0.0
78,0.6278898119926453,P0A9H7,0.0
93,0.9793922305107116,P0A9H7,1.0
109,0.9619877338409424,P0A9H7,1.0
110,0.0381271243095397,P0A9H7,0.0
117,0.7424488067626953,P0A9H7,0.0
143,0.0118821701034903,P0A9H7,0.0
155,0.5151854753494263,P0A9H7,0.0
157,0.0294353030622005,P0A9H7,0.0
162,0.8185980916023254,P0A9H7,0.0
166,0.8611878752708435,P0A9H7,0.0
204,0.0402970388531684,P0A9H7,0.0
244,0.1043628454208374,P0A9H7,0.0
258,0.6740928888320923,P0A9H7,1.0
271,0.541711151599884,P0A9H7,1.0
272,0.2806675732135772,P0A9H7,0.0
283,0.0322812460362911,P0A9H7,0.0
344,0.1026353016495704,P0A9H7,0.0
38,0.9500635266304016,P0A9M8,1.0
71,0.0534165389835834,P0A9M8,0.0
84,0.0175946205854415,P0A9M8,0.0
100,0.0279501378536224,P0A9M8,0.0
115,0.1619841903448104,P0A9M8,0.0
128,0.0023547257296741,P0A9M8,0.0
149,0.3770077526569366,P0A9M8,0.0
163,0.719369649887085,P0A9M8,1.0
174,0.4829877912998199,P0A9M8,0.0
198,0.3578830361366272,P0A9M8,0.0
200,0.1267059892416,P0A9M8,0.0
208,0.008844737894833,P0A9M8,0.0
255,0.5482303500175476,P0A9M8,0.0
317,0.1787552237510681,P0A9M8,0.0
360,0.0136287547647953,P0A9M8,0.0
402,0.0230111386626958,P0A9M8,0.0
405,0.1414148211479187,P0A9M8,0.0
419,0.7928129434585571,P0A9M8,0.0
477,0.009397436864674,P0A9M8,0.0
479,0.5762400031089783,P0A9M8,0.0
529,0.0519711598753929,P0A9M8,0.0
604,0.2382791340351104,P0A9M8,0.0
615,0.3785856068134308,P0A9M8,0.0
